,영화명,평점
128,폴리스 스토리 2014,8.01
129,익스펜더블 3,7.95
130,마다가스카의 펭귄,8.71
131,테이큰 3,0.0
132,가시,9.22
133,마담 프루스트의 비밀정원,8.93
134,맨홀,3.74
135,꾸뻬씨의 행복여행,8.19
136,터키,0.0
137,더 기버: 기억전달자,8.06
138,도희야,7.56
139,더 시그널,6.39
140,니드 포 스피드,7.88
141,인사이드 르윈,8.18
142,베리 굿 걸,7.18
143,박스트롤,8.38
144,다이노소어 어드벤처 3D,9.0
145,슈퍼미니,8.23
146,집으로 가는 길,6.0
147,살인자,5.26
148,허큘리스,7.36
149,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,8.54
150,씬 시티: 다크히어로의 부활,6.74
151,원 챈스,8.33
152,터널 3D,5.75
153,페이스 오브 러브,8.69
154,분신사바 2,4.0
155,아더 우먼,7.36
156,매직 인 더 문라이트,7.64
157,리스본행 야간열차,8.31
158,쿰바: 반쪽무늬 얼룩말의 대모험,7.93
159,그렇게 아버지가 된다,8.89
160,브릭 맨션: 통제불능 범죄구역,6.89
161,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,0.0
162,프란시스 하,0.0
163,정글히어로,7.71
164,어거스트: 가족의 초상,7.85
165,모뉴먼츠 맨: 세기의 작전,7.03
166,달라스 바이어스 클럽,8.83
167,인보카머스,7.01
168,더 바디,0.0
169,경주,0.0
170,님포매니악 볼륨1,7.61
171,더 퍼지 : 거리의 반란,6.98
172,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,0.0
173,다이애나,0.0
174,5일의 마중,8.97
175,프랭크,7.95
176,내가 잠들기 전에,7.24
177,"가장 따뜻한 색, 블루",8.8
178,어네스트와 셀레스틴,0.0
179,다이빙벨,6.4
180,"제자, 옥한흠",9.05
181,베스트 오퍼,8.66
182,내 연애의 기억,6.8
183,설계,4.63
184,족구왕,8.55
185,부니 베어: 롤라 구출 대모험,8.02
186,우리별 일호와 얼룩소,6.85
187,울브스,5.68
188,그레이트 뷰티,7.91
189,개를 훔치는 완벽한 방법,9.03
190,나쁜 이웃들,7.31
191,천국에 다녀온 소년,7.38
192,그날 본 꽃의 이름을 우리는 아직 모른다,8.91
193,자유의 언덕,7.64
194,필로미나의 기적,8.51
195,백프로,5.36
196,몬스터 왕국,6.22
197,슈퍼노바 지구 탈출기,8.86
198,파가니니: 악마의 바이올리니스트,8.2
199,만신,8.05
200,목숨,9.15
201,마미,8.7
202,초콜렛 도넛,0.0
203,오직 사랑하는 이들만이 살아남는다,7.81
204,"메밀꽃, 운수 좋은 날, 그리고 봄봄",8.75
205,꼬마 잠수함 올리 2,6.62
206,위크엔드 인 파리,8.08
207,무드 인디고,8.06
208,배틀 오브 비보이,7.55
209,그래비티,8.31
210,킬 유어 달링,8.21
211,마이 블랭키,6.9
212,동경가족,8.49
213,꼬마 니콜라의 여름방학,8.39
214,굿모닝 맨하탄,0.0
215,앵그리스트 맨,8.5
216,벨과 세바스찬,8.63
217,마인드스케이프,7.15
218,지골로 인 뉴욕,7.61
219,행복배달부 팻아저씨,8.62
220,꼬마잠수함 올리,6.62
221,왓 이프,7.85
222,어떤 만남,7.64
223,선샤인 온 리스,7.11
224,유고와 라라 : 신비의 숲 어드벤처,8.23
225,꼬마영웅 경찰차 프로디2,7.82
226,쥬로링 동물탐정 극장판,8.19
227,님포매니악 볼륨2,7.77
228,비행기,7.94
229,GROW: 인피니트의 리얼 청춘 라이프,9.05
230,고스트 메신저 극장판,9.01
231,타임 투 러브,8.13
232,디노타샤: 공룡대탐험,0.0
233,거인,8.99
234,엔들리스 러브,7.65
235,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!,7.79
236,천하무적 키코리키,0.0
237,클라우즈 오브 실스마리아,8.16
238,초원의 왕 도제,0.0
239,이브 생 로랑,7.37
240,60만번의 트라이,9.22
241,그랜드 피아노,5.89
242,그 사람 그 사랑 그 세상,9.15
243,슈퍼처방전,8.07
244,누구에게나 찬란한,9.4
245,사막에서 연어낚시,0.0
246,스페이스 독 2,7.31
247,에코,7.25
248,빌리 엘리어트 뮤지컬 라이브,9.27
249,비포 : 치즈와 초콜릿을 찾아서,5.92
250,이디야와 얼음왕국의 전설,6.02
251,스톤,0.0
252,본타: 땅콩왕국의 전설,5.71
253,캡틴 하록,7.53
254,더 테너 리리코 스핀토,8.2
255,밀리언 웨이즈,7.36
256,위험한 패밀리,8.41
257,혼스,7.32
258,호비와 쿠우의 어드벤처 : 고래의 노래,7.12
259,엘리아스: 바다의 보물을 찾아라!,0.0
260,프라이버시,0.0
261,산타바바라,0.0
262,오드토머스,7.88
263,가구야공주 이야기,8.18
264,로코왕국의 전설: 엘프킹을 찾아서,6.15
265,모스트 원티드 맨,7.79
266,메멘토,0.0
267,물랑루즈,0.0
268,웨스턴 리벤지,7.79
269,극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘,0.0
270,토마스와 친구들: 잃어버린 왕관,8.38
271,스턱 인 러브,0.0
272,행복한 사전,8.66
273,"하늘을 나는 강아지, 비포와 친구들",6.17
274,세이빙 산타,7.77
275,쿼바디스,8.88
276,봄,8.74
277,피노키오의 모험,8.23
278,버진 스노우,6.93
279,런치박스,8.67
280,피막,7.83
281,테레즈 라캥,7.37
282,중2병이라도 사랑이 하고 싶어! 극장판,7.93
283,프로즌 그라운드,0.0
284,캐치미,0.0
285,그 사람 추기경,8.59
286,황금시대,7.73
287,몽상가들,0.0
288,조난자들,6.0
289,할리데이,7.55
290,세이빙 미스터 뱅크스,8.56
291,시선,9.03
292,아바타 정글의 비밀,4.66
293,디태치먼트,0.0
294,유아 넥스트,0.0
295,사다코 2,4.91
296,로미오와 줄리엣,7.4
297,르누아르,0.0
298,피쉬와 칩스 극장판,6.65
299,현기증,8.36
300,돈 존,7.97
301,차가운 장미,7.73
302,닐스의 모험,0.0
303,지미스 홀,8.34
304,곤충왕국 3D,7.73
305,와즈다,0.0
306,아이스맨,4.86
307,백투더 씨,0.0
308,드래곤 기사단,7.91
309,추적자,9.75
310,천번의 굿나잇,8.49
311,일대일,6.25
312,드래프트 데이,8.38
313,신화 라이브 3D 더 레전드 컨티뉴스,9.33
314,두 아내,3.95
315,콰이어트 원,6.66
316,패딩턴,8.6
317,영웅: 천하의 시작,0.0
318,로보싸커,7.33
319,러브 인 비즈니스클래스,7.76
320,로렌스 애니웨이,0.0
321,한 번도 안 해본 여자,4.15
322,아무도 머물지 않았다,8.06
323,메이크 유어 무브,5.95
324,블랙딜,8.39
325,야간비행,8.11
326,마더 데레사의 편지,8.66
327,오기와 악동들 더 무비,7.78
328,더블: 달콤한 악몽,7.72
329,반 고흐: 위대한 유산,8.34
330,스위치: 부춘산거도,2.7
331,두갈: 마법의 회전목마,0.0
332,마녀,9.76
333,레이드 2,8.72
334,에너미,1.0
335,"의궤, 8일간의 축제 3D",9.55
336,좀비스쿨,4.72
337,올드보이,1.44
338,워리어스 레인보우: 항전의 시작,0.0
339,나의 라임 오렌지 나무,0.0
340,배꼽과 무릎사이,2.96
341,SX 테잎,3.19
342,타마코 러브 스토리,8.89
343,잉여들의 히치하이킹,9.25
344,땡스 포 쉐어링,0.0
345,"서른아홉, 열아홉",8.08
346,특수경찰: 스페셜 ID,5.72
347,스타로부터 스무 발자국,8.89
348,액트 오브 킬링,8.78
349,"소년, 소녀 그리고 바다",7.63
350,탐엣더팜,7.79
351,화피 2,0.0
352,파커,7.77
353,미하엘 콜하스의 선택,7.8
354,갈증,6.41
355,시절인연,8.49
356,파이어스톰,5.98
357,사랑은 소설처럼,0.0
358,피부색깔=꿀색,0.0
359,사보타지,7.05
360,비포 : 불가사의한 피라미드,7.82
361,나의 첫번째 장례식,8.01
362,더 파크랜드,6.68
363,엠파이어 스테이트,4.04
364,빨간머리 앤 : 네버엔딩스토리,0.0
365,드래곤 길들이기,8.92
366,논픽션 다이어리,6.14
367,퐁네프의 연인들,0.0
368,이연걸의 히트맨,0.0
369,용행천하,0.0
370,베일을 쓴 소녀,8.02
371,톰과 제리 아카데미 가다,8.72
372,천주정,8.26
373,비포 : 하늘을 나는 강아지의 모험,0.0
374,블러드 타이즈,7.82
375,위키드 블러드,5.75
376,탐욕의 제국,0.0
377,파이어 : 테러와의 전쟁,0.0
378,스퀴시랜드,6.8
379,타임 패러독스,8.25
380,스틸 라이프,0.0
381,브레이브 래빗 : 새로운 영웅의 탄생,6.8
382,가디언즈,8.57
383,영웅,6.21
384,닥터 지바고,0.0
385,제로법칙의 비밀,6.55
386,비행소년,0.0
387,마다가스카3 : 이번엔 서커스다!,0.0
388,성룡의 미라클,0.0
389,신촌좀비만화,7.27
390,더 체이스,7.29
391,정사2013,0.0
392,모험왕,0.0
393,스티븐 시걸의 비밀경찰,0.0
394,프렌즈 : 하얀 거짓말,0.0
395,타인의 아내를 사랑하다,0.0
396,맛,9.43
397,유혹의 기술,3.92
398,고양이 사무라이,7.74
399,메달리온,4.86
400,쾌걸 조로리의 공룡알을 지켜라,9.0
401,맵 투 더 스타,6.44
402,벨벳 골드마인,0.0
403,백은제국,0.0
404,최민수의 어쌔씬 코드,0.0
405,울언니,3.76
406,밀애,5.31
407,1월의 두 얼굴,7.04
408,찰리 컨트리맨,7.43
409,해적왕의 황금나침반,6.92
410,맹룡과강,0.0
411,어바웃 체리,0.0
412,제4 이노베이터,9.13
413,슬기로운 해법,8.14
414,셜리에 관한 모든 것,6.6
415,뮤지엄 아워스,0.0
416,시네마 천국,0.0
417,온리 갓 포기브스,5.4
418,아가씨와 건달들,0.0
419,15소년 표류기: 해적섬을 탈출하라,5.9
420,셔틀콕,7.93
421,마음의 행로,0.0
422,랄프 스테드먼 스토리: 이상한 나라의 친구들,8.21
423,가위손,0.0
424,바람과 함께 사라지다,0.0
425,동방불패 2,0.0
426,야누스: 욕망의 두 얼굴,4.47
427,쿼바디스,8.88
428,라스트 에너미,5.12
429,와이 스톱 나우,0.0
430,로마의 휴일,0.0
431,아버지의 이메일,0.0
432,"1789, 바스티유의 연인들",8.93
433,블루 재스민,8.52
434,애프터 파티,5.5
435,하이프 네이션 : 힙합사기꾼,3.14
436,원피스 : 에피소드 오브 메리 ~ 또 하나의 동료 이야기 ~,8.62
437,판타스틱 단편 걸작선 1,0.0
438,하드데이,7.12
439,소림사 2014,2.66
440,마테호른,8.52
441,대지,0.0
442,바이킹,6.19
443,러브액츄얼리: 크리스마스 에디션,0.0
444,다우더,7.78
445,청춘학당 : 풍기문란 보쌈 야사,6.39
446,옹녀뎐,5.71
447,투와이스 본,0.0
448,썸머타임,0.0
449,위층여자,3.51
450,물망초,0.0
451,대장 부리바,0.0
452,커피 한잔이 섹스에 미치는 영향,7.56
453,침입자들 : 로봇의 역습,4.68
454,더 덴,6.33
455,포세이돈,4.13
456,오스카 그랜트의 어떤 하루,8.23
457,순천,8.9
458,가자! 장미여관으로 2 - 갈증,3.62
459,마네의 제비꽃 여인: 베르트 모리조,0.0
460,티파니에서 아침을,0.0
461,피아노,0.0
462,지킬 앤 하이드,0.0
463,마이 보이,0.0
464,넥스트 제네레이션 패트레이버,4.42
465,홈프론트-가족을 지켜라,7.21
466,십계,0.0
467,토카레브,4.54
468,삼총사 2014,0.0
469,무명인,8.4
470,판타스틱 단편 걸작선 4,0.0
471,세븐 싸이코패스,0.0
472,언더 더 스킨,6.2
473,왕의 이름으로 2,0.0
474,원스,6.66
475,10분,0.0
476,흐르는 강물처럼,0.0
477,백발마녀전: 명월천국,5.02
478,바세코의 아이들,8.59
479,"모모세, 여기를 봐",7.53
480,해피엔딩 프로젝트,0.0
481,지상에서 영원으로,8.86
482,미피의 동물원 보물찾기,6.22
483,안나 카레니나,0.0
484,히트맨 NO.2 : 살인면허,0.0
485,진저 앤 로사,0.0
486,노틀담의 꼽추,0.0
487,소리굽쇠,8.66
488,그댄 나의 뱀파이어,6.86
489,원탁의 기사,0.0
490,벤허,0.0
491,케이트 맥콜,6.83
492,007 제2편 : 위기일발,0.0
493,내일을 위한 시간,8.56
494,제인 구달,0.0
495,안소니퀸의 길,0.0
496,햄릿,0.0
497,우주로봇 씨어,0.0
498,왕중왕,0.0
499,벽 속의 여자,0.0
500,꼬마마녀 요요와 네네,9.04
501,원나잇 온리,4.52
502,남과 북,0.0
503,우리가 들려줄 이야기,8.23
504,이것이 우리의 끝이다,6.15
505,애꾸눈 잭,0.0
506,폼페이 최후의 날,7.45
507,사랑아 나는 통곡한다,0.0
508,레디액션 청춘,5.67
509,마술피리,8.2
510,7년만의 외출,0.0
511,언제나 둘이서,0.0
512,미 앤 유,0.0
513,슬픔은 그대 가슴에,0.0
514,백설공주의 마지막 키스,0.0
515,미이라 : 피라미드의 비밀,2.71
516,초원의 빛,0.0
517,이브의 모든 것,0.0
518,갈채,0.0
519,삼손과 데릴라,0.0
520,여배우 공작단,6.07
521,토미카 무비,5.21
522,테스,0.0
523,판타스틱 단편 걸작선 3,0.0
524,세계를 그대 품안에,0.0
525,올리버 트위스트,0.0
526,여배우는 너무해,0.0
527,샤크어택,2.5
528,깨끗하고 연약한,7.66
529,웨이스트 랜드,7.0
530,레미제라블 디 오리지널,0.0
531,온 더 로드,0.0
532,암전,0.0
533,엘로이즈: 그녀들의 사랑,0.0
534,사토미를 찾아라,6.81
535,멋진 인생,0.0
536,애정,5.5
537,자유부인 '81,0.0
538,태극권 2014 : 어전시위,4.62
539,대공습,0.0
540,플러스 원,4.76
541,북북서로 진로를 돌려라,0.0
542,러브레터,0.0
543,몬테크리스토 백작,0.0
544,메가 스파이더,6.2
545,알라바마 이야기,0.0
546,모감보,0.0
547,이수,0.0
548,7인의 신부,0.0
549,아워즈,7.41
550,자랑과 정열,0.0
551,해커스,0.0
552,어페어 투 리멤버,0.0
553,마이 플레이스,8.46
554,브레이킹,0.0
555,불의 전차,0.0
556,게리 쿠퍼의 재회,0.0
557,목로주점,0.0
558,로크,0.0
559,사브리나,0.0
560,위대한 유산,0.0
561,제인 에어,0.0
562,워킹걸,6.5
563,페이톤 플레이스,0.0
564,성춘향,0.0
565,"시바, 인생을 던져",7.62
566,오만과 편견,9.25
567,007 살인번호,0.0
568,극장판 꽃이 피는 첫걸음 : 홈 스위트 홈,8.94
569,욕망이라는 이름의 전차,0.0
570,못,9.12
571,모정,0.0
572,오페라의 유령,0.0
573,사랑방 손님과 어머니,0.0
574,스타트렉 다크니스,8.97
575,정사,7.48
576,전송가,0.0
577,내가 버린 남자,0.0
578,모라토리움기의 다마코,7.63
579,위기의 여자,0.0
580,레커스,0.0
581,블랙 가스펠,8.47
582,맹진사댁 경사,0.0
583,그날이 오면,0.0
584,누구를 위하여 종은 울리나,0.0
585,엘 시드,0.0
586,하늘에서 음식이 내린다면 2,8.08
587,틴토 브라스의 모든 것,6.78
588,볼쇼이 스페셜 갈라,0.0
589,극장판: 타이거 앤 버니 -더 라이징-,9.22
590,몽키킹: 손오공의 탄생,5.88
591,선셋 대로,0.0
592,카사블랑카,0.0
593,내 어머니의 인생,0.0
594,친정어머니,0.0
595,해저 2만리,0.0
596,하오의 연정,0.0
597,하이힐(디렉터스컷),7.79
598,하녀,9.0
599,관계,6.21
600,여인잔혹사 물레야 물레야,0.0
601,겨울여자,0.0
602,엄마와 나 그리고 나의 커밍아웃,8.47
603,메이지가 알고 있었던 일,0.0
604,레쓰링,6.34
605,태양은 가득히,8.76
606,인터멧조,0.0
607,하늘의 황금마차,7.08
608,폭풍의 언덕,0.0
609,먹이사슬,7.73
610,쇼트피스,7.33
611,만찬,10.0
612,황제암살단,0.0
613,학교 가는길,9.32
614,스카페이스,0.0
615,피크닉,8.4
616,무사 노보우: 최후의 결전,0.0
617,결혼전야,7.0
618,산,0.0
619,크루즈 패밀리,9.24
620,리턴드,0.0
621,떠날 때는 말없이,0.0
622,벨라 키스,4.27
623,아메리칸 셰프,8.79
624,전쟁과 평화,0.0
625,거꾸로 된 파테마,8.49
626,숫호구,0.0
627,열녀문,0.0
628,나바론 요새,0.0
629,위험한 패밀리 패밀리 에디션,0.0
630,우리들의 낙원,9.25
631,그랜드 센트럴,7.0
632,베이비 길들이기,0.0
633,라 보엠,6.0
634,언니는 말괄량이,0.0
635,카르멘 존스,0.0
636,2014 칸 국제광고제 수상작 특별상영회,0.0
637,원한의 도곡리 다리,0.0
638,여자의 일생,0.0
639,오빠가 돌아왔다,0.0
640,백경,0.0
641,춘희,0.0
642,말 없는 사나이,0.0
643,지옥이 뭐가 나빠,7.25
644,로사,6.0
645,호수의 이방인,7.5
646,잠자는 숲속의 미녀와 야수,2.89
647,헬벤더스: 최후의 성전,0.0
648,5인의 해병,0.0
649,조,8.94
650,프라미스드 랜드,0.0
651,괴테스쿨의 사고뭉치들,8.76
652,파리의 연인,0.0
653,남태평양,0.0
654,들개,9.9
655,황태자의 첫사랑,0.0
656,판타스틱 단편 걸작선 2,0.0
657,망부석,0.0
658,귀로(歸路),0.0
659,오토마타,6.79
660,동심초,0.0
661,장미빛 인생,0.0
662,소나기,8.5
663,스타 이즈 본 디 오리지널,0.0
664,영 앳 하트,0.0
665,애천,0.0
666,트랜스머신: 만테라,0.0
667,지휘자를 위한 1분,8.5
668,파티51,8.97
669,미드나잇 인 파리,0.0
670,사대명포 2,6.84
671,내일을 향해 쏴라,0.0
672,그 참을 수 없는 맛,4.46
673,베르나데트의 노래,0.0
674,녀녀녀,2.37
675,나는 야한 여자가 좋다,3.41
676,맨발의 청춘,0.0
677,황야의 결투,0.0
678,기적,8.2
679,가부와 메이 이야기,0.0
680,투 더 원더,0.0
681,사랑의 유효기간은 3년,0.0
682,원피스 : 에피소드 오브 나미 ~항해사의 눈물과 동료의 인연~,0.0
683,타이치2 히어로,0.0
684,베라크루스,0.0
685,사랑의 원자탄,0.0
686,들개들,9.9
687,역마차,0.0
688,시간을 달리는 소녀,0.0
689,홈프론트-하드액션,7.21
690,레미제라블,0.0
691,비밀과외,4.46
692,헝거게임: 캣칭 파이어,8.33
693,원피스 : 에피소드 오브 루피 ~핸드 아일랜드의 모험~,0.0
694,친구 2,6.19
695,바리새인,6.13
696,열애,5.91
697,내가 마지막 본 파리,0.0
698,주윤발의 도성풍운,4.45
699,중독애,3.44
700,잔다라 더 피날레,5.2
701,도노반스 에코,0.0
702,맥아더 : 일본 침몰에 관한 불편한 해석,0.0
703,유오성의 7인의 암살단,0.0
704,모던 타임즈,5.5
705,가자! 장미여관으로 3 - 방황,4.19
706,아나스타샤,0.0
707,블라인드 디텍티브,6.96
708,종착역,0.0
709,오발탄,0.0
710,해피엔딩 네버엔딩,6.25
711,시집가는 날,0.0
712,스케치,6.11
713,화도대전,0.0
714,부귀열차,0.0
715,오텔로,0.0
716,바라: 축복,7.38
717,레바논 감정,7.03
718,칠복성,0.0
719,대영웅 소남인,0.0
720,리저너블 다우트,6.1
721,잃어버린 주말,0.0
722,사요나라,7.42
723,세퍼레이트 테이블,0.0
724,쌍자신투,0.0
725,개인교수 2014,4.33
726,성범죄 수사대,5.67
727,시베리아 횡단열차: 대탈주,0.0
728,트러블 메이커,0.0
729,마드모아젤 C,7.73
730,오페라의 유령 : 25주년 특별 공연,0.0
731,철의 꿈,7.27
732,음모자들,5.2
733,셰인,0.0
734,쎄븐 플로어,5.66
735,악사들,8.39
736,토스카,8.95
737,슈퍼스톰,0.0
738,테레즈 데케루,0.0
739,파리넬리,0.0
740,랑랑 라이브 인 런던,8.25
741,노인과 바다,0.0
742,쿵푸팬더 2,0.0
743,더 콩그레스,7.64
744,분신사바-저주의 시작,0.0
745,샤크 스톰,5.37
746,포세이돈 어드벤쳐,0.0
747,솔로몬과 시바의 여왕,0.0
748,엣지 오브 타임,0.0
749,작은 아씨들,0.0
750,숲의 전설,0.0
751,애수,0.0
752,할리우드 폭로전,0.0
753,체르노빌 다이어리,0.0
754,나는 야한 여자가 좋다 2,3.69
755,스톰 둠스데이,4.23
756,위험한 유혹 - 추억이 떠나면 외로움만 남는다,4.24
757,노아-40일간의 기적,0.0
758,떡,3.47
759,콜로니 : 지구 최후의 날,6.3
760,빙봉협: 중생지문,4.86
761,팅커 테일러 솔저 스파이,0.0
762,아틀란틱 머신,6.42
763,스톤 부인의 로마의 봄,0.0
764,존 라베 : 난징 대학살,0.0
765,춘하추동 로맨스,8.46
766,극장판 헌터X헌터 : 더 라스트 미션,5.03
767,시실리 : 피의 전쟁,0.0
768,뽕2014,6.82
769,젊은이의 양지,0.0
770,성의,3.76
771,마이애미 대침몰,0.0
772,설해,6.74
773,청야,6.84
774,대무생,0.0
775,스위니,0.0
776,검은 수선화,0.0
777,18: 우리들의 성장 느와르,8.3
778,언어의 정원,8.17
779,뜨거운 양철 지붕 위의 고양이,0.0
780,전장의 묵시록,0.0
781,스티븐 시걸의 CIA,0.0
782,징기스칸 2014,0.0
783,신의 선물,8.94
784,예고살인자,4.64
785,"안녕, 투이",7.47
786,자이언트 몽키,0.0
787,서편제,0.0
788,사탄탱고,0.0
789,카르멘의 사랑,0.0
790,판타스틱 단편 걸작선 10,0.0
791,아야의 밤엔 사랑이 필요해,7.81
792,나이아가라,0.0
793,명검,0.0
794,무기여 잘 있거라,0.0
795,"자, 이제 댄스타임",8.69
796,해밀턴 부인,0.0
797,9월이 오면,0.0
798,몬스터즈,5.29
799,닌자2: 섀도우 어쌔신,6.11
800,영광의 탈출,0.0
801,마부,8.0
802,포화속의 우정,9.0
803,슈퍼 사이클론 스톰,0.0
804,거짓말 2014,4.86
805,에이지 오브 다이노소어,4.91
806,신선조-낭인,7.83
807,"파리오페라 발레의 별, 아녜스",9.21
808,일 트로바토레,8.92
809,야쿠자-피의 전쟁,5.5
810,청풍자,0.0
811,파리의 아메리카인,0.0
812,워 호스,9.45
813,화이트 스톰,7.31
814,은밀한 가족,7.32
815,달사람,0.0
816,일대고수,5.96
817,어메이징 뮤턴트,0.0
818,아포칼립스 2014,3.77
819,런어웨이 걸,0.0
820,돌아오지 않는 강,0.0
821,숙희,7.92
822,메콩호텔,0.0
823,콜드 인 줄라이,6.64
824,OK 목장의 결투,0.0
825,아메리칸 스나이퍼,8.73
826,욕망의 독: 중독,4.13
827,환상,7.26
828,서부 개척사,0.0
829,초속5센티미터,8.17
830,알렉산더대왕,0.0
831,킬리만자로의 눈,0.0
832,의개운천,0.0
833,서울연애,6.23
834,땡큐마담,0.0
835,키리시마가 동아리활동 그만둔대,8.14
836,애심,0.0
837,미워도 다시 한번,0.0
838,늑대아이,0.0
839,관상,8.02
840,에프게니 오네긴,10.0
841,나이팅게일,4.0
842,빠삐용,0.0
843,만추,0.0
844,전망 좋은 하우스 - 맛있는 섹스,3.67
845,더 뮬: 죽음의 질주,0.0
846,솔로,0.0
847,아름다운 팔도강산,0.0
848,트윈 이펙트,0.0
849,쌍성계: 고대전설의 부활,0.0
850,어우동: 주인 없는 꽃,4.76
851,하이 눈,0.0
852,모차르트 락 오페라,0.0
853,거룩한 소녀 마리아,7.77
854,왓니껴,6.09
855,셰임,6.95
856,스타렛,0.0
857,패가자,0.0
858,샤레이드,0.0
859,암전 2,0.0
860,동경 이야기,0.0
861,연애 징크스!!!,6.99
862,가스등,0.0
863,공중 트라피스,0.0
864,인 데어 스킨,0.0
865,영원한 제국,0.0
866,장마,0.0
867,흑과 백,0.0
868,라보엠,6.0
869,분노의 강,0.0
870,지슬 - 끝나지 않은 세월2,0.0
871,리얼리티: 꿈의 미로,0.0
872,글로리아,0.0
873,고스톱 살인,7.48
874,반딧불이의 묘,0.0
875,디아즈: 이 피를 지우지 말라,0.0
876,리오 브라보,0.0
877,라보엠,6.0
